Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_Severity,Symptom_2_Severity,Symptom_3_Severity,Symptom_4_Severity,Symptom_5_Severity,Symptom_6_Severity,Symptom_7_Severity,Symptom_8_Severity,Symptom_9_Severity,Symptom_10_Severity,Symptom_11_Severity,Symptom_12_Severity,Symptom_13_Severity,Symptom_14_Severity,Symptom_15_Severity,Symptom_16_Severity,Symptom_17_Severity,Total Severity
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0,31
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0,32
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,33
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0,32
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,31
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes,,,,,,,,,,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,32
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes,,,,,,,,,,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,32
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain,,,,,,,,,,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,32
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, coma, stomach_bleeding,,,,,,3,5,4,7,3,4,5,4,4,4,7,6,0,0,0,0,0,56
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,62
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,62
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0,59
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0,57
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0,58
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,5,4,3,4,5,4,4,4,6,7,6,0,0,0,0,0,55
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0,59
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0,58
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,,3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0,57
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,27
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,,5,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,29
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,,5,3,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,28
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,,5,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,25
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,,5,3,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,28
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload,,,,,,,,,,,,5,3,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,27
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,,,,,,,,,,,,5,3,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0,28
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,75
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,75
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0,72
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0,70
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0,71
Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0,72
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0,71
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,4,3,4,4,3,4,5,4,6,6,5,7,5,0,0,68
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,4,3,4,7,3,4,5,4,6,6,5,7,5,0,0,71
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0,72
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,77
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,77
Common Cold, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,73
Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,74
Common Cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,73
Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,73
Common Cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0,70
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,4,7,6,6,5,4,5,4,5,5,7,3,2,0,74
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0,71
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0,71
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,4,7,4,3,6,7,5,4,0,0,0,0,0,0,0,47
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,52
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,52
Pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0,49
Pneumonia, chills, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0,48
Pneumonia, chills, fatigue, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0,48
Pneumonia, chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0,45
Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0,48
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,4,7,4,6,5,7,5,4,0,0,0,0,0,0,0,49
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0,46
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,,,,,,,,,,,,,,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,,,,,,,,,,,,,,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,,,,,,,,,,,,,,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Heart attack, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Heart attack, vomiting, sweating, chest_pain,,,,,,,,,,,,,,,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Heart attack, vomiting, breathlessness, chest_pain,,,,,,,,,,,,,,,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Heart attack, vomiting, breathlessness, sweating,,,,,,,,,,,,,,,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Heart attack, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Heart attack, vomiting, sweating, chest_pain,,,,,,,,,,,,,,,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Heart attack, vomiting, breathlessness, chest_pain,,,,,,,,,,,,,,,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,32
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,32
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,28
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,28
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,28
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,28
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,27
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,27
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels,,,,,,,,,,,,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,26
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf,,,,,,,,,,,,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,27
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,53
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,53
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,49
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,49
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,50
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,48
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,3,5,2,4,5,6,5,5,3,2,6,0,0,0,0,0,50
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,3,5,3,4,5,6,5,5,3,2,6,0,0,0,0,0,51
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,3,5,3,2,5,6,5,5,3,2,6,0,0,0,0,0,49
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0,48
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,43
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,43
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0,39
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0,40
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0,40
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,3,3,6,5,4,2,2,6,0,0,0,0,0,0,0,38
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0,40
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,3,5,3,5,4,2,2,6,0,0,0,0,0,0,0,37
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0,38
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0,39
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, slurred_speech, irritability, palpitations,,,,,,,5,4,4,3,3,5,5,4,4,2,4,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,47
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,47
Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0,42
Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0,44
Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0,44
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0,42
